epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,135.256,1.72522,2.30769,1.23102,0.65876,0.61302,0.64234,0.36039,1.56196,1.48164,1.17759,0.000475381,0.000475381,0.000475381
2,284.582,1.58837,1.54717,1.14679,0.73998,0.64059,0.70097,0.40508,1.52346,1.36243,1.14518,0.000942292,0.000942292,0.000942292
3,412.901,1.54347,1.37215,1.12882,0.75484,0.70134,0.75418,0.43479,1.49629,1.30598,1.14103,0.00139977,0.00139977,0.00139977
4,540.602,1.50743,1.29168,1.12288,0.78536,0.69985,0.7718,0.45018,1.47984,1.13484,1.12152,0.00138656,0.00138656,0.00138656
5,668.208,1.483,1.20138,1.09996,0.81349,0.67994,0.78173,0.47391,1.46108,1.09715,1.12709,0.00137241,0.00137241,0.00137241
6,795.634,1.43059,1.10909,1.08291,0.83318,0.74461,0.81425,0.48819,1.42712,1.03984,1.11273,0.00135826,0.00135826,0.00135826
7,923.073,1.43449,1.07772,1.08066,0.83366,0.74372,0.81828,0.50433,1.42755,0.97089,1.10755,0.00134412,0.00134412,0.00134412
8,1050.55,1.42178,1.05665,1.0744,0.7681,0.74862,0.79689,0.48957,1.42586,0.99072,1.10383,0.00132997,0.00132997,0.00132997
9,1177.97,1.40734,1.01231,1.0672,0.83856,0.76868,0.84102,0.5189,1.41322,0.91014,1.09399,0.00131582,0.00131582,0.00131582
10,1305.57,1.39105,0.99086,1.05699,0.82381,0.78789,0.83464,0.53028,1.35964,0.89598,1.0586,0.00130168,0.00130168,0.00130168
11,1432.92,1.36398,0.9528,1.05056,0.85341,0.77875,0.85272,0.54157,1.37048,0.86013,1.06933,0.00128753,0.00128753,0.00128753
12,1560.29,1.36508,0.96114,1.05369,0.84853,0.77356,0.85295,0.54358,1.34742,0.88542,1.06306,0.00127338,0.00127338,0.00127338
13,1687.8,1.35562,0.92093,1.04402,0.84581,0.79168,0.85916,0.53499,1.34856,0.84384,1.06136,0.00125923,0.00125923,0.00125923
14,1815.38,1.34087,0.90404,1.03451,0.83678,0.80726,0.86623,0.55273,1.33163,0.8614,1.05127,0.00124509,0.00124509,0.00124509
15,1942.74,1.32234,0.87527,1.03395,0.86613,0.79687,0.86205,0.55551,1.34258,0.8105,1.05855,0.00123094,0.00123094,0.00123094
16,2070.03,1.32797,0.8772,1.03618,0.85703,0.80872,0.87418,0.56726,1.33795,0.81073,1.04713,0.00121679,0.00121679,0.00121679
17,2197.27,1.31192,0.87355,1.03623,0.85632,0.79923,0.87059,0.56244,1.33278,0.81021,1.05418,0.00120265,0.00120265,0.00120265
18,2324.62,1.31165,0.84705,1.0243,0.88168,0.80072,0.87451,0.57721,1.30787,0.79142,1.03883,0.0011885,0.0011885,0.0011885
19,2451.8,1.28653,0.81441,1.01847,0.86856,0.81008,0.87729,0.58776,1.28436,0.76354,1.02831,0.00117435,0.00117435,0.00117435
20,2579.01,1.28238,0.8217,1.01961,0.87002,0.82247,0.89122,0.5923,1.28323,0.75009,1.02347,0.00116021,0.00116021,0.00116021
21,2706.43,1.29209,0.81993,1.0189,0.89366,0.82347,0.89354,0.58469,1.33378,0.75391,1.04433,0.00114606,0.00114606,0.00114606
22,2833.66,1.28324,0.80477,1.01744,0.8822,0.82929,0.89494,0.59323,1.29745,0.73344,1.03289,0.00113191,0.00113191,0.00113191
23,2960.98,1.26458,0.78937,1.01358,0.89623,0.81531,0.88789,0.58618,1.29717,0.7561,1.02966,0.00111776,0.00111776,0.00111776
24,3088.22,1.28028,0.79213,1.01324,0.88571,0.83149,0.89576,0.58954,1.29806,0.72637,1.02981,0.00110362,0.00110362,0.00110362
25,3215.49,1.25837,0.7842,1.00858,0.88857,0.84233,0.90281,0.60334,1.26147,0.71292,1.01111,0.00108947,0.00108947,0.00108947
26,3342.59,1.24154,0.76695,1.00534,0.88078,0.82963,0.88806,0.59021,1.2775,0.72561,1.03107,0.00107532,0.00107532,0.00107532
27,3469.8,1.24999,0.77246,1.00475,0.88714,0.83875,0.90063,0.6021,1.27144,0.70597,1.01017,0.00106118,0.00106118,0.00106118
28,3597.07,1.24533,0.75744,1.00107,0.8959,0.83853,0.90096,0.59509,1.26648,0.69651,1.01586,0.00104703,0.00104703,0.00104703
29,3724.5,1.24323,0.75463,0.99527,0.88044,0.85187,0.90378,0.61077,1.23345,0.69921,1.00193,0.00103288,0.00103288,0.00103288
30,3851.79,1.21478,0.73017,0.9949,0.88224,0.84539,0.89587,0.59806,1.26006,0.69738,1.00793,0.00101873,0.00101873,0.00101873
31,3979.01,1.23693,0.74532,0.99928,0.87721,0.85204,0.90014,0.6091,1.23959,0.67905,0.99694,0.00100459,0.00100459,0.00100459
32,4106.41,1.21479,0.72236,0.98826,0.89085,0.85618,0.91089,0.61907,1.25701,0.68533,1.0129,0.00099044,0.00099044,0.00099044
33,4233.83,1.22094,0.72307,0.99224,0.90791,0.85083,0.91383,0.63005,1.22262,0.65741,0.99891,0.000976293,0.000976293,0.000976293
34,4361.23,1.19352,0.70973,0.98178,0.88437,0.84053,0.89614,0.61213,1.21886,0.68729,0.99953,0.000962146,0.000962146,0.000962146
35,4488.76,1.20628,0.70356,0.97794,0.90138,0.84724,0.90992,0.62705,1.22565,0.66905,0.99232,0.000947999,0.000947999,0.000947999
36,4615.82,1.1991,0.69156,0.98662,0.90487,0.84584,0.9122,0.62637,1.22837,0.66236,0.99891,0.000933851,0.000933851,0.000933851
37,4743,1.1928,0.69814,0.9785,0.90954,0.85491,0.91298,0.63145,1.20885,0.65406,0.99332,0.000919704,0.000919704,0.000919704
38,4870.32,1.18036,0.68658,0.97455,0.90901,0.84442,0.90802,0.62407,1.22477,0.67109,0.99112,0.000905557,0.000905557,0.000905557
39,4997.5,1.15987,0.67256,0.97321,0.89091,0.85617,0.90253,0.62857,1.1953,0.65465,0.98673,0.00089141,0.00089141,0.00089141
40,5124.67,1.18021,0.68788,0.97878,0.90013,0.86401,0.91257,0.63809,1.19324,0.64741,0.98426,0.000877263,0.000877263,0.000877263
41,5251.87,1.17394,0.68576,0.97453,0.9132,0.86199,0.9187,0.64018,1.18581,0.63449,0.9844,0.000863116,0.000863116,0.000863116
42,5379.29,1.1617,0.66741,0.96954,0.90256,0.85212,0.91306,0.63184,1.19329,0.64891,0.98445,0.000848969,0.000848969,0.000848969
43,5506.6,1.15552,0.6631,0.96677,0.90543,0.84858,0.90532,0.63553,1.19034,0.6421,0.98564,0.000834822,0.000834822,0.000834822
44,5633.75,1.14518,0.65903,0.96659,0.91296,0.84025,0.91043,0.637,1.18682,0.64681,0.97785,0.000820675,0.000820675,0.000820675
45,5761.11,1.16498,0.66664,0.96676,0.91084,0.85841,0.91772,0.64571,1.17463,0.63257,0.97577,0.000806528,0.000806528,0.000806528
46,5888.47,1.15284,0.65191,0.96652,0.9187,0.85537,0.91669,0.64977,1.15484,0.61733,0.97065,0.00079238,0.00079238,0.00079238
47,6015.85,1.14204,0.64804,0.96315,0.9096,0.864,0.9173,0.64897,1.1611,0.62681,0.97251,0.000778233,0.000778233,0.000778233
48,6142.96,1.12054,0.63888,0.95981,0.91044,0.86599,0.9189,0.6477,1.16921,0.62432,0.97146,0.000764086,0.000764086,0.000764086
49,6270.28,1.13417,0.6425,0.95864,0.91932,0.86118,0.91575,0.64994,1.16411,0.6208,0.97148,0.000749939,0.000749939,0.000749939
50,6397.57,1.12453,0.64189,0.9616,0.90537,0.85824,0.9176,0.65572,1.1447,0.61856,0.96677,0.000735792,0.000735792,0.000735792
51,6524.8,1.11816,0.63243,0.95351,0.91578,0.85846,0.92122,0.65646,1.14919,0.61255,0.96689,0.000721645,0.000721645,0.000721645
52,6652.03,1.12629,0.63246,0.95439,0.92251,0.86273,0.92398,0.6631,1.13186,0.59971,0.96491,0.000707498,0.000707498,0.000707498
53,6779.46,1.11286,0.6142,0.94972,0.93583,0.86483,0.92575,0.65853,1.1579,0.59829,0.96761,0.000693351,0.000693351,0.000693351
54,6906.84,1.11818,0.61979,0.9513,0.92622,0.86598,0.92072,0.66011,1.1465,0.59728,0.96318,0.000679204,0.000679204,0.000679204
55,7034.2,1.11462,0.61788,0.95333,0.92474,0.86756,0.92415,0.66358,1.13167,0.59726,0.96113,0.000665057,0.000665057,0.000665057
56,7161.63,1.10227,0.61277,0.94625,0.93209,0.86678,0.92451,0.66566,1.12841,0.58486,0.95703,0.000650909,0.000650909,0.000650909
57,7289.12,1.09738,0.60699,0.94292,0.91616,0.87496,0.92596,0.66703,1.12001,0.58641,0.95166,0.000636762,0.000636762,0.000636762
58,7416.36,1.0962,0.60488,0.95066,0.9374,0.87361,0.92962,0.67098,1.11865,0.57487,0.95376,0.000622615,0.000622615,0.000622615
59,7543.65,1.10489,0.60856,0.95154,0.93192,0.87523,0.92793,0.67268,1.10617,0.57801,0.95171,0.000608468,0.000608468,0.000608468
60,7670.85,1.09748,0.60184,0.94351,0.93807,0.87101,0.92802,0.67153,1.10852,0.5741,0.9538,0.000594321,0.000594321,0.000594321
61,7798,1.10035,0.5953,0.9448,0.92514,0.87502,0.92888,0.67336,1.11355,0.57044,0.95294,0.000580174,0.000580174,0.000580174
62,7925.38,1.0916,0.59666,0.9449,0.9156,0.8814,0.92659,0.66916,1.11547,0.57411,0.95093,0.000566027,0.000566027,0.000566027
63,8052.55,1.08734,0.58908,0.94464,0.93103,0.86916,0.92799,0.67957,1.08909,0.57177,0.94666,0.00055188,0.00055188,0.00055188
64,8179.91,1.07298,0.58184,0.93819,0.92712,0.86037,0.92614,0.67429,1.09544,0.56585,0.95044,0.000537733,0.000537733,0.000537733
65,8307.12,1.05791,0.57644,0.93665,0.93526,0.86929,0.92966,0.6819,1.0906,0.5585,0.94618,0.000523586,0.000523586,0.000523586
66,8434.42,1.066,0.57812,0.93732,0.9359,0.86988,0.92961,0.68198,1.09211,0.55887,0.94478,0.000509438,0.000509438,0.000509438
67,8561.73,1.06204,0.57022,0.93066,0.9292,0.86746,0.92812,0.68138,1.08357,0.56102,0.94647,0.000495291,0.000495291,0.000495291
68,8689.08,1.05877,0.57084,0.93732,0.93706,0.87653,0.9319,0.6812,1.08946,0.55739,0.94549,0.000481144,0.000481144,0.000481144
69,8816.33,1.06322,0.57274,0.93556,0.93262,0.87249,0.93156,0.6845,1.0895,0.56009,0.94592,0.000466997,0.000466997,0.000466997
70,8943.65,1.04882,0.56941,0.93402,0.93203,0.87078,0.9304,0.6806,1.0884,0.5591,0.94503,0.00045285,0.00045285,0.00045285
71,9070.83,1.04431,0.56468,0.93286,0.93435,0.87499,0.93131,0.68728,1.0726,0.55099,0.94248,0.000438703,0.000438703,0.000438703
72,9198.06,1.04554,0.56259,0.93504,0.92699,0.88037,0.93259,0.68831,1.06243,0.54596,0.93974,0.000424556,0.000424556,0.000424556
73,9325.43,1.03815,0.5527,0.92929,0.94298,0.87072,0.93514,0.68654,1.07819,0.54736,0.94406,0.000410409,0.000410409,0.000410409
74,9452.77,1.03837,0.55269,0.92923,0.92987,0.88042,0.93316,0.69302,1.06098,0.54006,0.94293,0.000396262,0.000396262,0.000396262
75,9580,1.03922,0.55293,0.92875,0.9364,0.87298,0.93334,0.69115,1.05373,0.53901,0.93814,0.000382115,0.000382115,0.000382115
76,9707.31,1.02752,0.54986,0.92191,0.93417,0.88555,0.93688,0.69593,1.05262,0.53619,0.93699,0.000367967,0.000367967,0.000367967
77,9834.58,1.0223,0.54594,0.92652,0.93933,0.88147,0.93626,0.69383,1.06098,0.53282,0.93694,0.00035382,0.00035382,0.00035382
78,9961.91,1.01456,0.53976,0.92055,0.93517,0.87804,0.93279,0.69479,1.04938,0.53461,0.93695,0.000339673,0.000339673,0.000339673
79,10089.2,1.0099,0.53665,0.92153,0.94747,0.87748,0.9369,0.69457,1.0563,0.53085,0.93654,0.000325526,0.000325526,0.000325526
80,10216.6,1.01603,0.53921,0.91884,0.94061,0.88421,0.93731,0.69678,1.0501,0.52677,0.9346,0.000311379,0.000311379,0.000311379
81,10343.9,1.01617,0.53207,0.91945,0.94883,0.88063,0.93785,0.70168,1.02766,0.52604,0.9327,0.000297232,0.000297232,0.000297232
82,10471.2,1.00589,0.52554,0.91795,0.94446,0.88604,0.93684,0.69795,1.04495,0.52351,0.9332,0.000283085,0.000283085,0.000283085
83,10598.4,1.01224,0.53758,0.92473,0.94291,0.88271,0.93531,0.70095,1.03507,0.52675,0.93156,0.000268938,0.000268938,0.000268938
84,10725.8,0.99703,0.52933,0.91871,0.93961,0.88125,0.93341,0.69979,1.0374,0.52278,0.93295,0.000254791,0.000254791,0.000254791
85,10853,0.99425,0.52326,0.92169,0.93893,0.88256,0.93521,0.70259,1.0277,0.52127,0.93075,0.000240644,0.000240644,0.000240644
86,10982.8,0.99542,0.52071,0.91592,0.93843,0.88404,0.93351,0.70398,1.02443,0.52133,0.92846,0.000226497,0.000226497,0.000226497
87,11111.4,0.99611,0.52243,0.91726,0.94915,0.88114,0.93524,0.70415,1.02607,0.51943,0.92893,0.000212349,0.000212349,0.000212349
88,11239.6,0.99031,0.52092,0.91756,0.94297,0.88046,0.93703,0.7061,1.02401,0.51635,0.92862,0.000198202,0.000198202,0.000198202
89,11368.2,0.99382,0.5218,0.91175,0.94403,0.87746,0.93603,0.70553,1.01836,0.51823,0.92743,0.000184055,0.000184055,0.000184055
90,11495.7,0.9825,0.51504,0.91561,0.94903,0.88347,0.93679,0.70614,1.01366,0.51633,0.927,0.000169908,0.000169908,0.000169908
91,11623.5,0.98062,0.49901,0.91183,0.94919,0.88092,0.93669,0.70615,1.02689,0.51762,0.93035,0.000155761,0.000155761,0.000155761
92,11751.4,0.96556,0.48552,0.90502,0.95017,0.88018,0.93716,0.7082,1.01828,0.5155,0.9278,0.000141614,0.000141614,0.000141614
93,11879.9,0.96071,0.48324,0.90341,0.95124,0.8781,0.93723,0.70761,1.02612,0.51413,0.92875,0.000127467,0.000127467,0.000127467
94,12006.7,0.9546,0.47848,0.90331,0.95852,0.87625,0.9388,0.7089,1.02619,0.51199,0.92828,0.00011332,0.00011332,0.00011332
95,12132.2,0.94305,0.47133,0.90045,0.95621,0.87431,0.93702,0.70886,1.01245,0.51301,0.92667,9.91726e-05,9.91726e-05,9.91726e-05
96,12257.9,0.93789,0.47,0.89857,0.95604,0.87613,0.93725,0.70795,1.01768,0.51142,0.927,8.50255e-05,8.50255e-05,8.50255e-05
97,12385.4,0.93679,0.47048,0.89682,0.94677,0.87899,0.93669,0.70752,1.0193,0.51387,0.92767,7.08784e-05,7.08784e-05,7.08784e-05
98,12514,0.9342,0.4645,0.89866,0.9533,0.87424,0.93726,0.70828,1.01402,0.51273,0.92632,5.67313e-05,5.67313e-05,5.67313e-05
99,12641.7,0.92887,0.46489,0.8966,0.9551,0.87965,0.93765,0.71186,1.00784,0.50736,0.92446,4.25842e-05,4.25842e-05,4.25842e-05
100,12775.6,0.9289,0.4633,0.89427,0.95495,0.88015,0.93704,0.70983,1.0085,0.5093,0.92541,2.84371e-05,2.84371e-05,2.84371e-05
