epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,141.097,1.70392,2.29718,1.23599,0.59026,0.57716,0.57953,0.30639,1.65468,1.56735,1.21105,0.000475322,0.000475322,0.000475322
2,270.498,1.55319,1.50579,1.14574,0.63264,0.60451,0.608,0.33116,1.61947,1.42008,1.21986,0.000932813,0.000932813,0.000932813
3,398.595,1.51678,1.36917,1.13123,0.71522,0.62096,0.68851,0.366,1.58678,1.25322,1.20831,0.00137144,0.00137144,0.00137144
4,523.12,1.47479,1.26356,1.11194,0.73228,0.65968,0.73353,0.40092,1.59969,1.20507,1.21842,0.00134412,0.00134412,0.00134412
5,646.698,1.4556,1.22161,1.09813,0.75058,0.68225,0.75046,0.39332,1.58587,1.16443,1.1793,0.00131582,0.00131582,0.00131582
6,768.226,1.40696,1.11839,1.07616,0.75089,0.70084,0.75324,0.43389,1.52902,1.07687,1.16769,0.00128753,0.00128753,0.00128753
7,889.877,1.40077,1.05517,1.07647,0.75783,0.71215,0.76785,0.43875,1.49768,1.0926,1.13735,0.00125923,0.00125923,0.00125923
8,1011.3,1.37108,1.00472,1.06578,0.77846,0.7163,0.79244,0.453,1.53974,0.98705,1.15633,0.00123094,0.00123094,0.00123094
9,1132.49,1.37225,0.98978,1.06019,0.79004,0.72283,0.80434,0.473,1.50871,0.99924,1.14592,0.00120265,0.00120265,0.00120265
10,1253.7,1.36757,0.96664,1.05753,0.76608,0.73119,0.79846,0.48123,1.47876,0.99801,1.13735,0.00117435,0.00117435,0.00117435
11,1374.96,1.34097,0.93464,1.04876,0.78059,0.73379,0.79098,0.46233,1.48068,0.97492,1.12096,0.00114606,0.00114606,0.00114606
12,1495.98,1.32487,0.91028,1.03885,0.78191,0.75459,0.80918,0.48142,1.50228,0.9763,1.14033,0.00111776,0.00111776,0.00111776
13,1617.17,1.31783,0.8943,1.03998,0.76817,0.75862,0.80872,0.46855,1.4905,0.95857,1.13856,0.00108947,0.00108947,0.00108947
14,1740.07,1.30119,0.87114,1.03029,0.80813,0.73551,0.80887,0.46919,1.52595,0.92929,1.15047,0.00106118,0.00106118,0.00106118
15,1865.97,1.2761,0.84763,1.02205,0.81796,0.72341,0.80109,0.46456,1.51084,0.91134,1.14318,0.00103288,0.00103288,0.00103288
16,1990.19,1.27757,0.82932,1.01912,0.83103,0.73609,0.81989,0.47958,1.53046,0.9036,1.1486,0.00100459,0.00100459,0.00100459
17,2120.95,1.27697,0.82502,1.02346,0.80056,0.76498,0.82061,0.4997,1.46568,0.8848,1.11357,0.000976293,0.000976293,0.000976293
18,2251.77,1.26381,0.81061,1.01871,0.81614,0.74146,0.80743,0.48034,1.49019,0.89254,1.13392,0.000947999,0.000947999,0.000947999
19,2382.73,1.26043,0.80371,1.00763,0.81488,0.7346,0.80928,0.48013,1.50996,0.87184,1.1474,0.000919704,0.000919704,0.000919704
20,2513.68,1.24049,0.78524,1.00247,0.83628,0.7568,0.82393,0.50385,1.47067,0.84491,1.13117,0.00089141,0.00089141,0.00089141
21,2644.28,1.21829,0.76748,0.99435,0.80727,0.77154,0.82262,0.49759,1.47869,0.84688,1.12492,0.000863116,0.000863116,0.000863116
22,2774.91,1.22468,0.75454,0.9969,0.82346,0.76623,0.82858,0.49491,1.48843,0.82959,1.12445,0.000834822,0.000834822,0.000834822
23,2905.74,1.22691,0.75186,0.99793,0.81639,0.76836,0.8207,0.48853,1.48893,0.8342,1.1308,0.000806528,0.000806528,0.000806528
24,3036.22,1.20392,0.73539,0.99594,0.83525,0.74291,0.81733,0.49434,1.48165,0.8366,1.13678,0.000778233,0.000778233,0.000778233
25,3166.95,1.195,0.73316,0.99186,0.81856,0.7472,0.82668,0.51012,1.44336,0.81616,1.10703,0.000749939,0.000749939,0.000749939
26,3297.8,1.1895,0.72561,0.98651,0.84309,0.7646,0.84628,0.51607,1.4558,0.80367,1.11766,0.000721645,0.000721645,0.000721645
27,3428.66,1.19105,0.715,0.9867,0.84103,0.77534,0.84154,0.50528,1.48625,0.79938,1.13811,0.000693351,0.000693351,0.000693351
28,3559.53,1.18903,0.70645,0.98839,0.81987,0.73643,0.81509,0.48332,1.48581,0.8263,1.1232,0.000665057,0.000665057,0.000665057
29,3690.26,1.16672,0.69788,0.97792,0.84261,0.75552,0.84369,0.51441,1.47061,0.80466,1.12017,0.000636762,0.000636762,0.000636762
30,3820.97,1.15634,0.68059,0.97199,0.8306,0.76309,0.83849,0.51568,1.4832,0.7948,1.13343,0.000608468,0.000608468,0.000608468
31,3951.78,1.15133,0.67852,0.97075,0.83728,0.7627,0.83503,0.5064,1.50193,0.81491,1.13292,0.000580174,0.000580174,0.000580174
32,4081.22,1.14768,0.66538,0.97542,0.84144,0.78584,0.84983,0.52847,1.44097,0.77501,1.1027,0.00055188,0.00055188,0.00055188
33,4210.66,1.14371,0.66891,0.96811,0.83026,0.77711,0.84615,0.51392,1.49031,0.79216,1.12934,0.000523586,0.000523586,0.000523586
34,4338.51,1.12183,0.64173,0.96023,0.8438,0.77458,0.84211,0.51202,1.47844,0.78184,1.13651,0.000495291,0.000495291,0.000495291
35,4467.87,1.10987,0.63664,0.96043,0.84427,0.79471,0.85421,0.52652,1.46989,0.77758,1.13134,0.000466997,0.000466997,0.000466997
36,4591.75,1.11547,0.63657,0.95646,0.84377,0.75176,0.83534,0.50612,1.4846,0.78,1.13454,0.000438703,0.000438703,0.000438703
37,4717.21,1.11636,0.63508,0.95467,0.86586,0.75809,0.84682,0.52299,1.47028,0.77338,1.12628,0.000410409,0.000410409,0.000410409
38,4841.99,1.1018,0.62136,0.95478,0.8396,0.782,0.84976,0.51697,1.46734,0.75927,1.11785,0.000382115,0.000382115,0.000382115
39,4965.66,1.08708,0.61367,0.94821,0.84527,0.77296,0.85112,0.53007,1.45504,0.76275,1.11153,0.00035382,0.00035382,0.00035382
40,5089.32,1.07937,0.61195,0.95413,0.83401,0.781,0.84459,0.52079,1.46787,0.76451,1.1292,0.000325526,0.000325526,0.000325526
41,5211.16,1.08802,0.59536,0.94533,0.84759,0.77829,0.85366,0.53182,1.46765,0.76068,1.13607,0.000297232,0.000297232,0.000297232
42,5331.76,1.05468,0.56964,0.93947,0.84633,0.76993,0.84478,0.52018,1.47712,0.78024,1.13461,0.000268938,0.000268938,0.000268938
43,5452.44,1.036,0.55696,0.93019,0.83001,0.76755,0.83247,0.51052,1.48147,0.76362,1.14153,0.000240644,0.000240644,0.000240644
44,5572.62,1.03412,0.55586,0.93293,0.83836,0.7875,0.85011,0.52861,1.46162,0.75552,1.13124,0.000212349,0.000212349,0.000212349
45,5692.65,1.02592,0.54458,0.92824,0.83837,0.77435,0.84909,0.53027,1.47109,0.76016,1.13896,0.000184055,0.000184055,0.000184055
46,5812.73,1.01082,0.53637,0.92494,0.82689,0.79175,0.85384,0.53141,1.46603,0.74864,1.13303,0.000155761,0.000155761,0.000155761
47,5934.12,1.00246,0.52918,0.92174,0.84323,0.78561,0.853,0.5292,1.46385,0.75573,1.13204,0.000127467,0.000127467,0.000127467
48,6055.82,1.00639,0.52342,0.92203,0.84782,0.76895,0.84978,0.52659,1.4726,0.76223,1.13925,9.91726e-05,9.91726e-05,9.91726e-05
49,6177.47,0.99625,0.51978,0.91703,0.84557,0.78035,0.85298,0.53024,1.46737,0.74944,1.13379,7.08784e-05,7.08784e-05,7.08784e-05
50,6298.65,0.98367,0.50953,0.91392,0.84207,0.77964,0.85181,0.53161,1.45931,0.74772,1.13199,4.25842e-05,4.25842e-05,4.25842e-05
