epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,124.105,1.72878,2.15522,1.23879,0.63508,0.64491,0.63432,0.36304,1.55588,1.53679,1.17722,0.000475381,0.000475381,0.000475381
2,264.633,1.58289,1.49106,1.15,0.71566,0.6613,0.71138,0.4169,1.52933,1.30619,1.15233,0.000942292,0.000942292,0.000942292
3,382.216,1.53044,1.33162,1.12988,0.73742,0.6975,0.73456,0.44023,1.46731,1.25558,1.15108,0.00139977,0.00139977,0.00139977
4,502.904,1.49145,1.24222,1.11728,0.78722,0.72404,0.79781,0.48473,1.43643,1.07081,1.11488,0.00138656,0.00138656,0.00138656
5,620.143,1.47103,1.15691,1.09606,0.82146,0.72892,0.81435,0.49664,1.45289,1.04442,1.12041,0.00137241,0.00137241,0.00137241
6,737.712,1.42364,1.07873,1.08461,0.8054,0.75625,0.80777,0.49904,1.43022,1.00086,1.11386,0.00135826,0.00135826,0.00135826
7,854.71,1.42334,1.05926,1.07911,0.83043,0.73402,0.8188,0.51362,1.39655,0.93876,1.08099,0.00134412,0.00134412,0.00134412
8,972.234,1.41183,1.03106,1.0736,0.82352,0.76228,0.82575,0.51528,1.40327,0.94796,1.09319,0.00132997,0.00132997,0.00132997
9,1091.69,1.39702,0.98661,1.06566,0.85369,0.77561,0.84546,0.5394,1.349,0.90382,1.07182,0.00131582,0.00131582,0.00131582
10,1207.56,1.37531,0.96234,1.05339,0.83871,0.77621,0.85464,0.54405,1.34905,0.88104,1.05513,0.00130168,0.00130168,0.00130168
11,1321.76,1.36063,0.93328,1.05005,0.84833,0.78988,0.86443,0.55462,1.35387,0.84984,1.05865,0.00128753,0.00128753,0.00128753
12,1439.49,1.35095,0.92993,1.04898,0.86634,0.79088,0.86128,0.54133,1.35828,0.85956,1.06345,0.00127338,0.00127338,0.00127338
13,1555.73,1.3353,0.90362,1.04086,0.86794,0.80361,0.87353,0.55089,1.33475,0.81099,1.05928,0.00125923,0.00125923,0.00125923
14,1670.74,1.32548,0.88473,1.02954,0.86933,0.80274,0.87625,0.56435,1.32871,0.83777,1.05643,0.00124509,0.00124509,0.00124509
15,1784.86,1.31841,0.8488,1.03367,0.87397,0.80335,0.86618,0.56731,1.33549,0.81336,1.05392,0.00123094,0.00123094,0.00123094
16,1899.03,1.32035,0.84927,1.03611,0.85472,0.81914,0.87529,0.57168,1.30747,0.80228,1.04066,0.00121679,0.00121679,0.00121679
17,2012.04,1.31119,0.85046,1.03793,0.88298,0.81063,0.88669,0.57302,1.31705,0.78514,1.04433,0.00120265,0.00120265,0.00120265
18,2125.22,1.28958,0.82367,1.01853,0.88939,0.82132,0.88766,0.57856,1.31477,0.76947,1.04253,0.0011885,0.0011885,0.0011885
19,2238.3,1.28199,0.8061,1.02145,0.8569,0.79224,0.8676,0.58215,1.2832,0.76031,1.03239,0.00117435,0.00117435,0.00117435
20,2351.35,1.26916,0.80246,1.01791,0.87627,0.82256,0.87792,0.58434,1.28342,0.75063,1.03554,0.00116021,0.00116021,0.00116021
21,2466.18,1.28806,0.80898,1.01598,0.89251,0.8188,0.88426,0.57994,1.31514,0.7681,1.03257,0.00114606,0.00114606,0.00114606
22,2583.95,1.26504,0.78248,1.01195,0.87687,0.83321,0.89199,0.5997,1.26998,0.71923,1.02237,0.00113191,0.00113191,0.00113191
23,2700.95,1.25003,0.77065,1.01041,0.87837,0.83279,0.88557,0.58925,1.29237,0.74144,1.02593,0.00111776,0.00111776,0.00111776
