epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,4758.61,1.16576,0.66549,0.97227,0.89232,0.83573,0.89615,0.62819,1.21588,0.61979,0.98822,0.000848969,0.000848969,0.000848969
43,4874.73,1.13915,0.64731,0.96525,0.91325,0.83353,0.89828,0.63663,1.18791,0.60645,0.98052,0.000834822,0.000834822,0.000834822
44,4990.64,1.14554,0.65392,0.97039,0.89649,0.83588,0.89534,0.62785,1.20498,0.61804,0.9811,0.000820675,0.000820675,0.000820675
45,5104.02,1.14086,0.64441,0.97037,0.90958,0.83045,0.89742,0.62179,1.22127,0.61951,0.98857,0.000806528,0.000806528,0.000806528
46,5218.2,1.12925,0.63458,0.9624,0.91269,0.83853,0.89947,0.63306,1.1914,0.60985,0.98315,0.00079238,0.00079238,0.00079238
47,5331.13,1.12402,0.63017,0.96449,0.90086,0.84232,0.89949,0.64231,1.16274,0.60886,0.977,0.000778233,0.000778233,0.000778233
48,5451.1,1.12875,0.63916,0.96772,0.90562,0.83743,0.90147,0.63045,1.19942,0.60691,0.98453,0.000764086,0.000764086,0.000764086
49,5569.09,1.13454,0.6365,0.9624,0.907,0.84962,0.90359,0.63997,1.17547,0.58999,0.97977,0.000749939,0.000749939,0.000749939
50,5686.23,1.12622,0.63002,0.96353,0.89876,0.8541,0.90456,0.64512,1.1678,0.58957,0.97496,0.000735792,0.000735792,0.000735792
51,5800.49,1.12496,0.62666,0.95935,0.90617,0.85133,0.9063,0.64926,1.16071,0.59167,0.97345,0.000721645,0.000721645,0.000721645
52,5914.7,1.11557,0.62217,0.95975,0.89521,0.84745,0.89977,0.6513,1.13775,0.58565,0.96998,0.000707498,0.000707498,0.000707498
53,6035.09,1.1087,0.61659,0.95421,0.90927,0.84867,0.90178,0.6453,1.1591,0.58465,0.97157,0.000693351,0.000693351,0.000693351
54,6153.31,1.10228,0.60797,0.95092,0.90673,0.84957,0.90471,0.6453,1.16224,0.57936,0.97135,0.000679204,0.000679204,0.000679204
55,6271.58,1.10688,0.61007,0.9551,0.91228,0.85258,0.90462,0.64642,1.16145,0.5819,0.97205,0.000665057,0.000665057,0.000665057
56,6384.83,1.09583,0.60209,0.95046,0.90377,0.86074,0.90597,0.64834,1.14611,0.57256,0.96643,0.000650909,0.000650909,0.000650909
57,6498.14,1.09195,0.60298,0.94494,0.91226,0.85535,0.90685,0.64711,1.15368,0.5789,0.96965,0.000636762,0.000636762,0.000636762
58,6611.88,1.10232,0.60231,0.9486,0.90669,0.84887,0.90715,0.65109,1.15334,0.57627,0.97049,0.000622615,0.000622615,0.000622615
59,6724.78,1.07852,0.58875,0.94584,0.92096,0.85432,0.91166,0.66063,1.13867,0.56491,0.96687,0.000608468,0.000608468,0.000608468
60,6837.81,1.08807,0.58912,0.94898,0.91349,0.85841,0.91177,0.6572,1.13733,0.5623,0.96153,0.000594321,0.000594321,0.000594321
61,6950.54,1.06294,0.5759,0.94133,0.92257,0.84734,0.90797,0.65357,1.13285,0.55987,0.96129,0.000580174,0.000580174,0.000580174
62,7063.46,1.07718,0.58464,0.94325,0.91285,0.85674,0.90721,0.65549,1.13942,0.56157,0.9645,0.000566027,0.000566027,0.000566027
63,7176.14,1.07347,0.57912,0.94537,0.90895,0.85394,0.90139,0.65066,1.12676,0.57012,0.96048,0.00055188,0.00055188,0.00055188
64,7288.93,1.06816,0.57679,0.94183,0.90833,0.86572,0.91117,0.66368,1.11871,0.55041,0.95748,0.000537733,0.000537733,0.000537733
65,7401.65,1.05412,0.56941,0.93801,0.9186,0.85819,0.90786,0.65706,1.12481,0.55455,0.95565,0.000523586,0.000523586,0.000523586
66,7514.51,1.05834,0.57135,0.93678,0.91667,0.85736,0.91032,0.65998,1.12306,0.5538,0.96036,0.000509438,0.000509438,0.000509438
