epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
65,8278.62,1.06027,0.57062,0.93935,0.91973,0.88114,0.92991,0.69033,1.05929,0.54122,0.93808,0.000523586,0.000523586,0.000523586
66,8405.72,1.06934,0.58139,0.94059,0.93071,0.87519,0.92992,0.68336,1.07276,0.5426,0.94001,0.000509438,0.000509438,0.000509438
67,8532.79,1.0564,0.57357,0.93672,0.93339,0.87919,0.93487,0.69553,1.06204,0.53864,0.93617,0.000495291,0.000495291,0.000495291
68,8659.98,1.06598,0.57827,0.93652,0.93172,0.87656,0.92864,0.69043,1.05414,0.54392,0.93637,0.000481144,0.000481144,0.000481144
69,8786.99,1.05633,0.56641,0.93568,0.92728,0.87606,0.93093,0.6915,1.06156,0.53692,0.93549,0.000466997,0.000466997,0.000466997
70,8914.11,1.05344,0.56365,0.93506,0.92095,0.88145,0.92989,0.69236,1.05498,0.53798,0.93349,0.00045285,0.00045285,0.00045285
71,9041.17,1.06553,0.58213,0.94015,0.93153,0.87469,0.93278,0.69286,1.05106,0.53143,0.9347,0.000438703,0.000438703,0.000438703
72,9168.11,1.05575,0.56347,0.93589,0.9379,0.87652,0.93529,0.69963,1.03273,0.52307,0.92773,0.000424556,0.000424556,0.000424556
73,9295.31,1.04596,0.55946,0.92733,0.93966,0.8804,0.93642,0.70248,1.03631,0.52184,0.92839,0.000410409,0.000410409,0.000410409
74,9422.37,1.04191,0.5584,0.93464,0.94381,0.87304,0.9337,0.6988,1.03563,0.52413,0.92853,0.000396262,0.000396262,0.000396262
75,9549.42,1.04154,0.56279,0.92934,0.93436,0.87755,0.9333,0.70288,1.02439,0.5241,0.92644,0.000382115,0.000382115,0.000382115
76,9676.58,1.0338,0.55668,0.92844,0.93842,0.87619,0.93519,0.69978,1.03307,0.51733,0.92835,0.000367967,0.000367967,0.000367967
77,9803.55,1.04058,0.55526,0.92931,0.93945,0.87863,0.93597,0.70336,1.02801,0.5136,0.92527,0.00035382,0.00035382,0.00035382
78,9930.68,1.03257,0.54894,0.92586,0.93864,0.87887,0.93548,0.70157,1.02084,0.512,0.92705,0.000339673,0.000339673,0.000339673
79,10057.6,1.00887,0.53487,0.92412,0.95293,0.8734,0.93519,0.7,1.02205,0.5164,0.92404,0.000325526,0.000325526,0.000325526
80,10184.7,1.02964,0.55072,0.92936,0.94288,0.88072,0.93722,0.70625,1.01249,0.50734,0.92059,0.000311379,0.000311379,0.000311379
81,10311.7,1.01434,0.53395,0.91947,0.94579,0.88047,0.93747,0.70856,1.01503,0.50652,0.92231,0.000297232,0.000297232,0.000297232
82,10438.7,1.01492,0.53611,0.92397,0.94462,0.8844,0.93786,0.70737,1.01455,0.50335,0.92119,0.000283085,0.000283085,0.000283085
83,10565.6,1.00674,0.53224,0.92724,0.9429,0.88276,0.93648,0.70878,1.00755,0.50463,0.9202,0.000268938,0.000268938,0.000268938
84,10692.5,1.00785,0.53083,0.9219,0.94754,0.88589,0.93821,0.71147,1.00246,0.5025,0.91958,0.000254791,0.000254791,0.000254791
85,10819.6,1.00257,0.52941,0.91886,0.94698,0.88422,0.93976,0.71109,1.00758,0.4993,0.92183,0.000240644,0.000240644,0.000240644
86,10946.8,1.01283,0.53314,0.92199,0.94122,0.88804,0.93919,0.71347,1.00153,0.50091,0.92073,0.000226497,0.000226497,0.000226497
87,11073.8,0.99129,0.5215,0.91942,0.93946,0.89408,0.94132,0.71339,1.00365,0.49541,0.91907,0.000212349,0.000212349,0.000212349
88,11201,0.99794,0.52797,0.91801,0.94889,0.88291,0.93932,0.71447,0.99565,0.497,0.91737,0.000198202,0.000198202,0.000198202
89,11328.1,0.98762,0.51959,0.91272,0.94341,0.88535,0.93951,0.71444,0.99628,0.49411,0.91865,0.000184055,0.000184055,0.000184055
90,11455.2,0.98722,0.515,0.91862,0.9506,0.8833,0.94145,0.71778,0.99033,0.49477,0.91728,0.000169908,0.000169908,0.000169908
91,11581.4,0.98822,0.50119,0.91499,0.94704,0.87922,0.93986,0.71702,0.99319,0.49827,0.91881,0.000155761,0.000155761,0.000155761
92,11707.2,0.97031,0.49183,0.91085,0.94592,0.88233,0.94008,0.71507,0.99378,0.49621,0.91925,0.000141614,0.000141614,0.000141614
93,11832.9,0.96176,0.48318,0.90696,0.93836,0.88798,0.94108,0.71603,0.99552,0.49411,0.91826,0.000127467,0.000127467,0.000127467
94,11958.6,0.96084,0.48333,0.91009,0.94577,0.88126,0.93937,0.71867,0.98848,0.49382,0.9171,0.00011332,0.00011332,0.00011332
95,12084.3,0.95323,0.47416,0.90037,0.93945,0.88603,0.94158,0.71879,0.98937,0.4924,0.91675,9.91726e-05,9.91726e-05,9.91726e-05
96,12210,0.95487,0.47802,0.90413,0.94907,0.87973,0.94091,0.71958,0.98776,0.49112,0.9166,8.50255e-05,8.50255e-05,8.50255e-05
97,12335.7,0.9475,0.47315,0.90495,0.94526,0.88696,0.9423,0.72187,0.98103,0.48719,0.91482,7.08784e-05,7.08784e-05,7.08784e-05
98,12461.4,0.93561,0.46775,0.9003,0.94585,0.8852,0.94178,0.71999,0.98135,0.48658,0.91512,5.67313e-05,5.67313e-05,5.67313e-05
99,12587,0.93974,0.46981,0.90478,0.94846,0.88662,0.94285,0.72154,0.98379,0.4862,0.91543,4.25842e-05,4.25842e-05,4.25842e-05
100,12712.6,0.94149,0.46481,0.90096,0.9498,0.88753,0.9415,0.72233,0.98064,0.48617,0.91466,2.84371e-05,2.84371e-05,2.84371e-05
