epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,5375.14,1.17626,0.67783,0.97236,0.88074,0.84633,0.89226,0.62343,1.22273,0.6282,0.98131,0.000848969,0.000848969,0.000848969
43,5502.27,1.14481,0.65697,0.96116,0.90126,0.83661,0.90104,0.62932,1.20244,0.61131,0.97824,0.000834822,0.000834822,0.000834822
44,5629.39,1.14896,0.66251,0.96861,0.90661,0.83297,0.88912,0.62406,1.21648,0.62058,0.97939,0.000820675,0.000820675,0.000820675
45,5756.54,1.15024,0.65903,0.97077,0.90004,0.84332,0.89909,0.62621,1.21082,0.60969,0.97966,0.000806528,0.000806528,0.000806528
46,5883.62,1.13916,0.65364,0.96178,0.88879,0.84954,0.89448,0.63361,1.18342,0.608,0.97051,0.00079238,0.00079238,0.00079238
47,6010.6,1.13183,0.64124,0.96331,0.89039,0.84754,0.89569,0.63661,1.16649,0.60506,0.96869,0.000778233,0.000778233,0.000778233
48,6137.79,1.13489,0.64979,0.96525,0.89802,0.84203,0.89686,0.62957,1.19725,0.60898,0.97684,0.000764086,0.000764086,0.000764086
49,6264.98,1.14834,0.65308,0.96411,0.90183,0.85235,0.90241,0.64402,1.17631,0.59751,0.97018,0.000749939,0.000749939,0.000749939
50,6392.02,1.13243,0.64039,0.9626,0.90463,0.85576,0.90424,0.64686,1.16534,0.58648,0.968,0.000735792,0.000735792,0.000735792
51,6519.3,1.12842,0.63414,0.95654,0.91033,0.84144,0.90397,0.65082,1.14901,0.58497,0.96184,0.000721645,0.000721645,0.000721645
52,6646.52,1.11903,0.63054,0.95672,0.92253,0.83691,0.90283,0.65035,1.14665,0.58355,0.96225,0.000707498,0.000707498,0.000707498
53,6773.76,1.1145,0.62998,0.95168,0.90301,0.85471,0.90308,0.64723,1.1527,0.58807,0.96078,0.000693351,0.000693351,0.000693351
54,6901.1,1.10411,0.61801,0.94996,0.90074,0.85256,0.90333,0.64478,1.16625,0.58527,0.96344,0.000679204,0.000679204,0.000679204
55,7028.29,1.10705,0.61895,0.95273,0.91309,0.84873,0.90341,0.64578,1.16285,0.59135,0.96354,0.000665057,0.000665057,0.000665057
56,7155.41,1.10457,0.60964,0.94971,0.92959,0.84689,0.90995,0.6494,1.15679,0.57825,0.96028,0.000650909,0.000650909,0.000650909
57,7282.74,1.09885,0.61661,0.94507,0.92418,0.84539,0.90823,0.65082,1.15763,0.57741,0.96232,0.000636762,0.000636762,0.000636762
58,7410.12,1.10227,0.61202,0.94421,0.91675,0.85314,0.90886,0.65555,1.15055,0.57285,0.95846,0.000622615,0.000622615,0.000622615
59,7537.27,1.0811,0.59949,0.94289,0.91164,0.85749,0.90878,0.66031,1.13006,0.5654,0.95483,0.000608468,0.000608468,0.000608468
60,7664.46,1.09216,0.59915,0.94691,0.91508,0.86193,0.91217,0.65855,1.13508,0.56625,0.95433,0.000594321,0.000594321,0.000594321
61,7791.51,1.07058,0.58301,0.94148,0.91575,0.85271,0.91191,0.66182,1.12863,0.55777,0.95174,0.000580174,0.000580174,0.000580174
