epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,118.752,1.70349,2.16219,1.24453,0.62732,0.55571,0.59249,0.31841,1.6366,1.53021,1.22232,0.000475322,0.000475322,0.000475322
2,292.081,1.53933,1.46056,1.14915,0.69711,0.62499,0.68681,0.37684,1.58851,1.35693,1.20723,0.000932813,0.000932813,0.000932813
3,404.569,1.51107,1.32713,1.13041,0.69445,0.66313,0.69901,0.37778,1.56276,1.21448,1.19248,0.00137144,0.00137144,0.00137144
4,515.485,1.46645,1.20979,1.10384,0.76582,0.70892,0.77505,0.43186,1.54087,1.09235,1.19094,0.00134412,0.00134412,0.00134412
5,626.611,1.44447,1.16383,1.09593,0.77031,0.69048,0.77025,0.42549,1.53291,1.14262,1.16655,0.00131582,0.00131582,0.00131582
6,737.222,1.4104,1.0857,1.07927,0.7703,0.71561,0.77772,0.44972,1.5023,1.06664,1.15887,0.00128753,0.00128753,0.00128753
7,847.696,1.3866,1.02872,1.07742,0.78304,0.72397,0.7908,0.454,1.51726,1.02089,1.14302,0.00125923,0.00125923,0.00125923
8,959.283,1.36286,0.99061,1.06835,0.7943,0.71646,0.79914,0.4594,1.49819,0.98162,1.14657,0.00123094,0.00123094,0.00123094
9,1073.75,1.36899,0.97687,1.05981,0.79393,0.74023,0.81026,0.46201,1.53252,1.02313,1.15837,0.00120265,0.00120265,0.00120265
10,1189.5,1.34472,0.94424,1.05602,0.79285,0.75095,0.82108,0.48037,1.53727,1.01908,1.17509,0.00117435,0.00117435,0.00117435
11,1304.39,1.32963,0.91118,1.04846,0.81708,0.71888,0.80881,0.47167,1.4993,0.96953,1.13499,0.00114606,0.00114606,0.00114606
12,1418.44,1.31074,0.8885,1.03862,0.79999,0.73753,0.81834,0.48884,1.48123,0.92066,1.13597,0.00111776,0.00111776,0.00111776
13,1531.86,1.30011,0.86882,1.03523,0.8021,0.75058,0.83109,0.4811,1.51302,0.95417,1.15315,0.00108947,0.00108947,0.00108947
14,1645.93,1.28782,0.84564,1.03012,0.82722,0.75697,0.83706,0.48704,1.49928,0.92019,1.14418,0.00106118,0.00106118,0.00106118
15,1758.66,1.26943,0.82238,1.02239,0.80773,0.76459,0.83446,0.48634,1.51268,0.87838,1.14855,0.00103288,0.00103288,0.00103288
16,1868.2,1.25866,0.8063,1.01605,0.82407,0.76541,0.84205,0.48817,1.51158,0.84741,1.13852,0.00100459,0.00100459,0.00100459
17,1977.89,1.26028,0.79226,1.02266,0.82026,0.76859,0.83764,0.49664,1.47738,0.86132,1.1293,0.000976293,0.000976293,0.000976293
18,2087.3,1.2536,0.78979,1.02208,0.83557,0.78127,0.84138,0.50474,1.47767,0.85649,1.13454,0.000947999,0.000947999,0.000947999
19,2197.15,1.25884,0.78696,1.01227,0.83045,0.76658,0.83802,0.4947,1.52189,0.8488,1.16017,0.000919704,0.000919704,0.000919704
20,2306.7,1.23285,0.76822,1.00325,0.8258,0.78849,0.845,0.50882,1.50625,0.8449,1.15601,0.00089141,0.00089141,0.00089141
21,2416.49,1.21234,0.75507,0.99774,0.81788,0.76908,0.84,0.50993,1.45938,0.83703,1.1193,0.000863116,0.000863116,0.000863116
22,2525.98,1.20991,0.73727,0.99457,0.84643,0.77541,0.85571,0.50982,1.49041,0.79657,1.14616,0.000834822,0.000834822,0.000834822
23,2635.59,1.21384,0.73444,0.99765,0.8355,0.78625,0.85307,0.51384,1.4849,0.80262,1.13536,0.000806528,0.000806528,0.000806528
24,2745.29,1.1941,0.71792,0.99462,0.85199,0.7591,0.84288,0.51256,1.46484,0.81292,1.13581,0.000778233,0.000778233,0.000778233
25,2854.93,1.18662,0.72036,0.99212,0.83061,0.76956,0.84942,0.5203,1.45624,0.80746,1.12049,0.000749939,0.000749939,0.000749939
26,2964.43,1.18282,0.70836,0.98786,0.81679,0.77199,0.84065,0.50618,1.47452,0.81316,1.11864,0.000721645,0.000721645,0.000721645
27,3073.91,1.17775,0.69803,0.98582,0.84453,0.78885,0.84985,0.51628,1.4818,0.79444,1.13808,0.000693351,0.000693351,0.000693351
28,3183.83,1.18641,0.69139,0.98719,0.8291,0.7687,0.84108,0.50745,1.47932,0.80819,1.12437,0.000665057,0.000665057,0.000665057
29,3293.35,1.1575,0.68776,0.97795,0.82571,0.79965,0.85379,0.52184,1.45849,0.78591,1.11714,0.000636762,0.000636762,0.000636762
30,3402.89,1.1507,0.67251,0.9722,0.85478,0.77631,0.85908,0.52559,1.46749,0.78019,1.12461,0.000608468,0.000608468,0.000608468
31,3512.57,1.1423,0.6659,0.96989,0.81004,0.79574,0.83905,0.50116,1.50453,0.79201,1.14606,0.000580174,0.000580174,0.000580174
32,3622.14,1.14144,0.65279,0.97512,0.83272,0.78405,0.84985,0.51555,1.46948,0.77375,1.12416,0.00055188,0.00055188,0.00055188
33,3731.71,1.14003,0.65944,0.9708,0.82063,0.79632,0.85216,0.5073,1.4832,0.76644,1.13029,0.000523586,0.000523586,0.000523586
34,3841.36,1.11273,0.63341,0.96096,0.85218,0.78211,0.86189,0.52995,1.46586,0.75856,1.12757,0.000495291,0.000495291,0.000495291
35,3951.01,1.10646,0.63029,0.96055,0.85353,0.79421,0.87306,0.53974,1.45842,0.76159,1.12468,0.000466997,0.000466997,0.000466997
36,4060.78,1.11132,0.62817,0.95977,0.82936,0.79626,0.85922,0.52578,1.45622,0.73926,1.11792,0.000438703,0.000438703,0.000438703
37,4170.36,1.10928,0.62601,0.95579,0.83868,0.80727,0.86441,0.52723,1.46919,0.74685,1.11826,0.000410409,0.000410409,0.000410409
38,4279.97,1.10866,0.61452,0.96052,0.82351,0.80108,0.85842,0.52695,1.4577,0.74881,1.11725,0.000382115,0.000382115,0.000382115
39,4391.74,1.08246,0.60006,0.94809,0.83498,0.79025,0.8613,0.53374,1.4543,0.75362,1.1166,0.00035382,0.00035382,0.00035382
40,4502.12,1.07692,0.60444,0.95541,0.8372,0.78677,0.84593,0.51947,1.45395,0.75951,1.10661,0.000325526,0.000325526,0.000325526
41,4611.83,1.08624,0.58468,0.94792,0.84869,0.79377,0.8603,0.5334,1.44832,0.75173,1.11119,0.000297232,0.000297232,0.000297232
42,4720.24,1.05546,0.56596,0.94488,0.86333,0.797,0.86329,0.53315,1.45242,0.74018,1.11331,0.000268938,0.000268938,0.000268938
